Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Moldova,,,,,,,,,,,,,,,,,,864.0,1110.0,1158.0,1441.0,1694.0,1928.0,1697.0,1172.0,1315.0,1481.0,1662.0,1981.0,2598.0,2988.0,3408.0,4401.0,6055.0,5438.0,6977.0,8417.0,8708.0,9496.0,9402.0,7778.0,7981.0,9515.0,11252.0,11737.0,11530.0,13694.0,14493.0,16751.0,18126.0,19462.0
Monaco,712.0,736.0,812.0,1002.0,1212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,311.0,342.0,392.0,451.0,510.0,2728.0,2854.0,2963.0,3071.0,2837.0,3294.0,3636.0,4086.0,4104.0,4275.0,2678.0,2821.0,1566.0,771.0,926.0,1452.0,1348.0,1181.0,1125.0,1057.0,1137.0,1268.0,1397.0,1595.0,1992.0,2523.0,3414.0,4235.0,5623.0,4584.0,7185.0,10410.0,12278.0,12582.0,12227.0,11620.0,11154.0,11481.0,13207.0,14206.0,13313.0,15286.0,17146.0,20315.0,23586.0,25804.0
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,966.0,1150.0,1269.0,1681.0,2073.0,2261.0,2724.0,3686.0,4564.0,4171.0,4146.0,4544.0,4090.0,4466.0,4595.0,4055.0,4376.0,4855.0,5509.0,5543.0,4777.0,5865.0,6243.0,7532.0,8023.0,8562.0
Morocco,10039.0,10710.0,12347.0,14790.0,17779.0,23807.0,19329.0,19510.0,17635.0,16130.0,16280.0,21497.0,23713.0,28080.0,28901.0,32661.0,34940.0,36483.0,34259.0,38532.0,42238.0,46710.0,42366.0,45243.0,45055.0,42053.0,42704.0,45711.0,56345.0,64528.0,67468.0,74284.0,85539.0,100112.0,100535.0,100881.0,109705.0,106345.0,115608.0,119131.0,110414.0,111573.0,118541.0,127341.0,128920.0,121354.0,142022.0,130952.0,144438.0,155350.0,165835.0
Mozambique,4841.0,4409.0,4463.0,4663.0,4903.0,4615.0,3585.0,3662.0,3280.0,3417.0,4516.0,5301.0,2395.0,2105.0,2199.0,3529.0,3855.0,2799.0,2883.0,2958.0,3062.0,4030.0,4874.0,5551.0,6285.0,5931.0,5650.0,5951.0,6584.0,7937.0,8868.0,9510.0,10811.0,12920.0,12264.0,11412.0,14619.0,16688.0,17198.0,17978.0,16209.0,12069.0,13265.0,15017.0,15513.0,14235.0,16168.0,18884.0,20954.0,21944.0,23771.0
Myanmar,3680.0,4089.0,4191.0,4678.0,5365.0,,,,,,,,,,,,,,,,,,,5122.0,6400.0,7688.0,7087.0,6878.0,8826.0,10688.0,12051.0,13502.0,17745.0,25313.0,30675.0,37851.0,53250.0,58374.0,62656.0,53250.0,57338.0,58808.0,60285.0,67051.0,82568.0,65631.0,58264.0,61723.0,61466.0,61176.0,64944.0
Namibia,1169.0,1123.0,1248.0,1438.0,1777.0,,,,,,,,,,,2568.0,2841.0,3296.0,3156.0,3537.0,3948.0,3954.0,4110.0,3832.0,3824.0,3941.0,3577.0,3396.0,4974.0,6673.0,7324.0,7711.0,8730.0,8496.0,8915.0,11281.0,12423.0,13016.0,12168.0,12434.0,11450.0,10719.0,12883.0,13676.0,12539.0,10583.0,12399.0,12564.0,12402.0,13370.0,14214.0
Nauru,29.0,29.0,28.0,31.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,32.0,31.0,29.0,25.0,36.0,47.0,50.0,69.0,101.0,89.0,97.0,76.0,100.0,109.0,131.0,125.0,125.0,176.0,152.0,152.0,161.0,169.0
Nepal,1617.0,1494.0,1484.0,1749.0,1987.0,2258.0,2641.0,2669.0,2920.0,3089.0,3208.0,3491.0,3621.0,4270.0,4317.0,4442.0,4861.0,4417.0,4743.0,4954.0,5379.0,5544.0,6027.0,5992.0,6164.0,6537.0,6719.0,6816.0,7218.0,8297.0,9331.0,10316.0,11777.0,14310.0,14663.0,18253.0,21685.0,21703.0,22162.0,22722.0,24361.0,24524.0,28972.0,33112.0,34186.0,33434.0,36927.0,41183.0,40907.0,43419.0,46080.0
Netherlands,93227.0,101716.0,118821.0,145331.0,166432.0,194031.0,162629.0,157560.0,153396.0,142779.0,144859.0,201883.0,247277.0,264596.0,260900.0,321859.0,331565.0,366520.0,356434.0,383091.0,453377.0,451508.0,418023.0,439215.0,448223.0,417834.0,432539.0,475194.0,582290.0,660925.0,688514.0,737633.0,853600.0,957797.0,878000.0,853161.0,912980.0,846225.0,883964.0,901789.0,775822.0,796944.0,847934.0,930155.0,929006.0,931814.0,1055173.0,1047364.0,1154694.0,1227174.0,1272011.0
New Zealand,13656.0,13874.0,15132.0,18315.0,21051.0,22551.0,23472.0,23237.0,22484.0,22377.0,22539.0,27428.0,36978.0,45505.0,44132.0,45722.0,43440.0,41515.0,44807.0,52920.0,62241.0,69100.0,68869.0,56815.0,58898.0,54127.0,53128.0,62061.0,82408.0,101601.0,113264.0,109740.0,134859.0,135606.0,122011.0,145736.0,167167.0,175361.0,187292.0,200305.0,176455.0,186081.0,203819.0,209747.0,210995.0,210541.0,249775.0,245203.0,253436.0,257728.0,248666.0
Nicaragua,1806.0,2098.0,2543.0,2431.0,1740.0,1832.0,2156.0,2497.0,2900.0,3966.0,3854.0,5800.0,3409.0,1499.0,2082.0,519.0,3678.0,3894.0,3726.0,3861.0,4140.0,4308.0,4390.0,4635.0,4856.0,5109.0,5335.0,5224.0,5322.0,5793.0,6321.0,6764.0,7423.0,8497.0,8297.0,8759.0,9774.0,10532.0,10983.0,11880.0,12757.0,13286.0,13786.0,13025.0,12713.0,12730.0,14208.0,15634.0,17820.0,19710.0,21155.0
Niger,894.0,1058.0,1250.0,1692.0,2215.0,3531.0,3056.0,2840.0,2538.0,2056.0,2027.0,2680.0,3143.0,3210.0,3068.0,3491.0,3271.0,3372.0,3041.0,1935.0,2296.0,2397.0,2285.0,2639.0,2532.0,2235.0,2442.0,2772.0,3382.0,3746.0,4372.0,4743.0,5716.0,7279.0,7324.0,7838.0,8754.0,9412.0,10206.0,10830.0,9684.0,10350.0,11181.0,12814.0,12917.0,13764.0,14923.0,15458.0,16809.0,19866.0,21874.0
Nigeria,39763.0,48441.0,54157.0,60593.0,74798.0,,,,,,,,,,,62165.0,60131.0,52275.0,56807.0,80128.0,132230.0,172686.0,187866.0,209677.0,57477.0,67824.0,73128.0,93983.0,102935.0,130345.0,169645.0,222791.0,266334.0,335378.0,302456.0,374098.0,419942.0,467157.0,521861.0,576004.0,494307.0,405019.0,375756.0,421739.0,474517.0,432299.0,441074.0,476468.0,363816.0,187640.0,188271.0
North Korea,8081.0,8412.0,8757.0,9116.0,9490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,,,,,,,,,,,,,,,,,,2443.0,2687.0,3561.0,4687.0,4642.0,3928.0,3764.0,3867.0,3774.0,3709.0,3991.0,4946.0,5684.0,6257.0,6860.0,8337.0,9912.0,9400.0,9415.0,10499.0,9751.0,10824.0,11378.0,10067.0,10686.0,11336.0,12694.0,12609.0,12385.0,14008.0,13957.0,15772.0,16679.0,17885.0
North Yemen,927.0,1021.0,1178.0,1305.0,1444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,32566.0,35576.0,41070.0,46016.0,52548.0,64439.0,63597.0,62647.0,61627.0,62058.0,65417.0,78693.0,94231.0,101901.0,102634.0,119791.0,121872.0,130838.0,120579.0,127132.0,152031.0,163520.0,161357.0,154230.0,162384.0,171456.0,174240.0,195915.0,229385.0,265267.0,309979.0,346914.0,402646.0,464915.0,387974.0,431052.0,501361.0,512777.0,526014.0,501737.0,388160.0,370957.0,401745.0,439789.0,408743.0,367633.0,503368.0,596298.0,482950.0,483727.0,504276.0
Oman,2196.0,2681.0,2870.0,2871.0,3911.0,7269.0,8849.0,9285.0,9733.0,10726.0,11916.0,9433.0,9890.0,9613.0,10743.0,13395.0,13000.0,14274.0,14321.0,14808.0,15821.0,17512.0,18154.0,16044.0,17833.0,22259.0,22206.0,23066.0,24734.0,28379.0,35507.0,42578.0,48300.0,69805.0,55454.0,64994.0,77497.0,87409.0,89936.0,92699.0,78711.0,75129.0,80857.0,91506.0,88061.0,75909.0,87324.0,109853.0,105896.0,106943.0,104351.0
Pakistan,13653.0,16009.0,18389.0,21654.0,23936.0,38616.0,45681.0,49932.0,46619.0,50612.0,50607.0,51827.0,54171.0,62385.0,65042.0,65276.0,74158.0,79338.0,83969.0,84642.0,98917.0,103296.0,101848.0,101381.0,96008.0,99421.0,96784.0,98169.0,112507.0,132206.0,145209.0,161871.0,184141.0,202204.0,187074.0,196712.0,230577.0,250094.0,258674.0,271422.0,299930.0,313623.0,339229.0,356163.0,321071.0,300410.0,348481.0,374850.0,337754.0,373078.0,
Palau,15.0,16.0,17.0,19.0,21.0,,,,,,,,,,,,,,,,,,,,,150.0,159.0,163.0,155.0,166.0,186.0,191.0,196.0,199.0,184.0,184.0,195.0,215.0,226.0,245.0,283.0,303.0,290.0,288.0,282.0,259.0,236.0,248.0,275.0,306.0,333.0
Palestine,579.0,680.0,700.0,728.0,846.0,,,,,,,,,,,,,,,2843.0,3283.0,3410.0,3760.0,4068.0,4271.0,4314.0,4004.0,3556.0,3968.0,4603.0,5126.0,5348.0,5816.0,7310.0,8086.0,9682.0,11186.0,12208.0,13516.0,13990.0,13972.0,15405.0,16128.0,16277.0,17134.0,15532.0,18109.0,19166.0,17848.0,,
Panama,2082.0,2211.0,2344.0,2779.0,3181.0,4253.0,4814.0,5319.0,5461.0,5700.0,6030.0,6266.0,6294.0,5441.0,5456.0,5931.0,6522.0,7414.0,8096.0,8633.0,8825.0,10406.0,11245.0,12191.0,12775.0,12958.0,13166.0,13685.0,14422.0,15811.0,17244.0,19109.0,22072.0,26072.0,28104.0,30513.0,35950.0,41902.0,47261.0,51740.0,56062.0,60017.0,64468.0,67294.0,69722.0,57087.0,67407.0,76523.0,83382.0,87688.0,91675.0
Papua New Guinea,1536.0,1652.0,1819.0,2211.0,2543.0,4087.0,4011.0,3805.0,3799.0,3509.0,3250.0,3535.0,3885.0,5400.0,5238.0,4757.0,5596.0,6466.0,7349.0,8077.0,7149.0,7608.0,7272.0,5558.0,5072.0,5169.0,4531.0,4387.0,5488.0,6279.0,7339.0,8355.0,9545.0,11671.0,11619.0,14251.0,17985.0,21295.0,21261.0,23211.0,21723.0,20759.0,22743.0,24110.0,24751.0,23848.0,26113.0,31653.0,30729.0,31654.0,32835.0
Paraguay,1336.0,1501.0,1849.0,2262.0,3020.0,4095.0,5220.0,5470.0,6069.0,4931.0,4214.0,5032.0,4216.0,5584.0,4046.0,4904.0,6984.0,7158.0,7249.0,7871.0,9062.0,9788.0,9965.0,9260.0,8837.0,8856.0,8496.0,7196.0,7691.0,9624.0,10738.0,13430.0,17856.0,24615.0,22355.0,27129.0,33737.0,33296.0,38651.0,40378.0,36211.0,36090.0,38997.0,40225.0,37925.0,35432.0,39951.0,41953.0,43118.0,43989.0,45465.0
Peru,13346.0,12729.0,11475.0,9851.0,12583.0,20190.0,24398.0,24259.0,18863.0,19442.0,16823.0,25241.0,41681.0,32978.0,40699.0,28326.0,33988.0,35377.0,34330.0,43225.0,51380.0,53412.0,56281.0,53918.0,48719.0,50414.0,51034.0,53954.0,58537.0,66126.0,74232.0,87459.0,102187.0,121308.0,121892.0,149230.0,171369.0,193276.0,203042.0,203785.0,192850.0,196348.0,216578.0,227583.0,233004.0,206461.0,226268.0,244419.0,267482.0,289070.0,303293.0
Philippines,16502.0,18944.0,21770.0,25158.0,30471.0,37082.0,40735.0,42441.0,37953.0,35860.0,34973.0,34129.0,37932.0,43293.0,48652.0,50508.0,51784.0,60422.0,62037.0,73159.0,84644.0,94650.0,94106.0,74492.0,85640.0,83667.0,78921.0,84307.0,87039.0,95002.0,107420.0,127653.0,155980.0,181007.0,176132.0,208369.0,234217.0,261920.0,283903.0,297484.0,306446.0,318627.0,328481.0,346842.0,376823.0,361751.0,394087.0,404353.0,437055.0,461617.0,497495.0
Poland,47893.0,53394.0,59219.0,67066.0,75076.0,56908.0,53921.0,65520.0,75792.0,75893.0,71137.0,74053.0,64040.0,68963.0,67237.0,62401.0,80863.0,89166.0,90828.0,104213.0,139800.0,157485.0,157987.0,172929.0,168657.0,172151.0,191403.0,199694.0,218561.0,256454.0,307158.0,345898.0,429715.0,535612.0,440954.0,478111.0,527848.0,498149.0,518180.0,542266.0,479729.0,472883.0,528497.0,594641.0,602592.0,605930.0,689253.0,695734.0,809706.0,908583.0,979960.0
Portugal,19096.0,20064.0,21151.0,23179.0,26265.0,32607.0,32477.0,30678.0,28267.0,25951.0,27231.0,37869.0,47386.0,55435.0,59806.0,79439.0,89904.0,108119.0,95139.0,99692.0,118182.0,122655.0,117211.0,124124.0,127597.0,118658.0,121605.0,134700.0,165185.0,189296.0,197363.0,208767.0,240524.0,263388.0,244402.0,238639.0,245383.0,216674.0,226681.0,230138.0,199059.0,206249.0,220785.0,242203.0,240142.0,229435.0,256226.0,257101.0,289781.0,308590.0,321440.0
Puerto Rico,8969.0,9911.0,11165.0,12750.0,14436.0,14436.0,15956.0,16764.0,17277.0,19163.0,20289.0,21969.0,23878.0,26178.0,28267.0,30604.0,32287.0,34630.0,36923.0,39691.0,42647.0,45341.0,48187.0,54086.0,57841.0,61702.0,69669.0,72546.0,75834.0,80322.0,83915.0,87276.0,89524.0,93639.0,96386.0,98381.0,100352.0,101565.0,102450.0,102446.0,103376.0,104337.0,103446.0,100958.0,105126.0,103131.0,106427.0,113567.0,117902.0,120978.0,122522.0
Qatar,2470.0,3206.0,3509.0,3932.0,5633.0,6665.0,7374.0,6467.0,5506.0,5708.0,5339.0,4214.0,4441.0,4260.0,4502.0,6266.0,5579.0,6384.0,5804.0,5946.0,6861.0,7761.0,9976.0,8488.0,11266.0,18085.0,17498.0,19334.0,23716.0,30651.0,44636.0,58629.0,75987.0,112621.0,88196.0,119707.0,167775.0,186834.0,198728.0,206225.0,161740.0,151732.0,161099.0,183335.0,176371.0,144411.0,179732.0,235709.0,213003.0,221452.0,222776.0
Republic of the Congo,683.0,709.0,707.0,879.0,1194.0,2165.0,1775.0,1548.0,1407.0,1294.0,1327.0,1815.0,2205.0,2346.0,2478.0,2909.0,3035.0,3280.0,3004.0,2068.0,2457.0,2840.0,2568.0,2240.0,2646.0,3624.0,3038.0,3330.0,3863.0,5101.0,6654.0,8073.0,8784.0,11649.0,9713.0,13159.0,15653.0,17704.0,17959.0,17918.0,11891.0,10928.0,11830.0,14781.0,13977.0,11485.0,13387.0,13967.0,14169.0,14893.0,15281.0
Romania,22874.0,25709.0,27790.0,32761.0,35353.0,46053.0,55319.0,55375.0,48401.0,39111.0,48286.0,52290.0,58477.0,60538.0,54236.0,38516.0,29070.0,19779.0,26624.0,30376.0,35838.0,35692.0,35644.0,42543.0,35953.0,37447.0,40396.0,46035.0,57790.0,75059.0,98547.0,122114.0,174831.0,215567.0,174572.0,170329.0,192846.0,179228.0,189839.0,199989.0,177878.0,185337.0,210530.0,243651.0,251652.0,252372.0,286783.0,296928.0,350847.0,384148.0,403395.0
Russia,,,,,,,,,,,,,,,,,,71603.0,196227.0,293768.0,335777.0,412685.0,433704.0,287672.0,209657.0,278264.0,328475.0,370062.0,461518.0,633294.0,817717.0,1060901.0,1393416.0,1779109.0,1307927.0,1633111.0,2046621.0,2191486.0,2288428.0,2048837.0,1356703.0,1280648.0,1575140.0,1653005.0,1695724.0,1488118.0,1828927.0,2295527.0,2059762.0,2161205.0,2076396.0
Rwanda,639.0,712.0,834.0,1012.0,1239.0,1493.0,1695.0,1808.0,1932.0,1851.0,2199.0,2490.0,2765.0,2959.0,3090.0,2954.0,2179.0,2313.0,2231.0,1418.0,1470.0,1593.0,2144.0,2290.0,2131.0,2049.0,1967.0,1963.0,2139.0,2388.0,2945.0,3318.0,4069.0,5183.0,5675.0,6124.0,6885.0,7654.0,7821.0,8240.0,8546.0,8695.0,9253.0,9638.0,10349.0,10174.0,11066.0,13313.0,14331.0,14251.0,14771.0
Saint Kitts and Nevis,43.0,37.0,38.0,43.0,50.0,58.0,69.0,79.0,78.0,91.0,101.0,119.0,136.0,161.0,179.0,203.0,201.0,223.0,243.0,272.0,293.0,312.0,351.0,366.0,389.0,421.0,458.0,481.0,469.0,507.0,547.0,644.0,689.0,778.0,774.0,779.0,836.0,825.0,875.0,953.0,957.0,1007.0,1058.0,1076.0,1107.0,884.0,859.0,981.0,1056.0,1117.0,1129.0
Saint Lucia,71.0,73.0,81.0,95.0,115.0,170.0,194.0,183.0,197.0,251.0,284.0,340.0,375.0,429.0,486.0,579.0,613.0,674.0,684.0,713.0,762.0,788.0,805.0,877.0,921.0,932.0,892.0,899.0,987.0,1066.0,1135.0,1268.0,1331.0,1427.0,1400.0,1483.0,1569.0,1598.0,1660.0,1749.0,1808.0,1869.0,1999.0,2061.0,2095.0,1499.0,1867.0,2343.0,2430.0,2523.0,2632.0
Saint Vincent and the Grenadines,38.0,37.0,43.0,54.0,63.0,89.0,110.0,123.0,132.0,146.0,157.0,173.0,189.0,216.0,232.0,259.0,275.0,300.0,309.0,312.0,341.0,358.0,375.0,403.0,421.0,427.0,461.0,488.0,508.0,549.0,580.0,643.0,713.0,731.0,714.0,720.0,713.0,727.0,766.0,771.0,786.0,814.0,844.0,884.0,910.0,864.0,888.0,970.0,1071.0,1162.0,1242.0
Samoa,83.0,76.0,87.0,96.0,109.0,127.0,119.0,122.0,113.0,111.0,106.0,112.0,124.0,138.0,141.0,182.0,176.0,193.0,198.0,158.0,242.0,258.0,280.0,286.0,262.0,271.0,273.0,289.0,342.0,418.0,486.0,516.0,568.0,684.0,618.0,680.0,744.0,773.0,798.0,797.0,824.0,844.0,885.0,878.0,913.0,869.0,844.0,833.0,938.0,1068.0,1160.0
San Marino,156.0,154.0,176.0,215.0,269.0,,,,,,,,,,,,,,,,,,,,,1008.0,1060.0,1148.0,1462.0,1714.0,1788.0,1910.0,2189.0,2403.0,2062.0,1883.0,1813.0,1606.0,1678.0,1674.0,1420.0,1468.0,1528.0,1656.0,1616.0,1543.0,1857.0,1833.0,2003.0,2063.0,2047.0
Saudi Arabia,46773.0,64006.0,74189.0,80267.0,111858.0,164540.0,184292.0,153240.0,129181.0,119631.0,103894.0,86886.0,85582.0,88138.0,95217.0,117474.0,132047.0,136905.0,132790.0,134995.0,143152.0,158451.0,165742.0,146776.0,161717.0,189515.0,184138.0,189606.0,215808.0,258742.0,328205.0,376398.0,415687.0,519797.0,429098.0,528207.0,676635.0,741850.0,753864.0,766606.0,669485.0,666000.0,714994.0,846584.0,838565.0,734271.0,874157.0,1108571.0,1067583.0,1085358.0,1083749.0
Senegal,2078.0,2107.0,2157.0,2403.0,2998.0,4338.0,3934.0,3850.0,3435.0,3350.0,3668.0,5188.0,6241.0,6173.0,6083.0,7078.0,6955.0,7435.0,7014.0,4746.0,6026.0,6300.0,5867.0,6416.0,6599.0,6016.0,6508.0,7001.0,8767.0,10072.0,11015.0,11699.0,13996.0,16852.0,16128.0,16134.0,17811.0,17672.0,18919.0,19802.0,17777.0,19035.0,20989.0,23127.0,23405.0,24534.0,27584.0,27750.0,30625.0,32892.0,34728.0
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,10431.0,13650.0,17997.0,23627.0,26718.0,28143.0,33421.0,45121.0,54117.0,46949.0,43067.0,51274.0,45111.0,50456.0,49114.0,41297.0,42225.0,45973.0,52788.0,53865.0,55874.0,65830.0,66798.0,81343.0,89074.0,92549.0
Seychelles,59.0,61.0,80.0,106.0,157.0,147.0,154.0,148.0,147.0,151.0,169.0,208.0,249.0,284.0,305.0,369.0,374.0,434.0,474.0,486.0,508.0,503.0,563.0,608.0,623.0,615.0,622.0,698.0,706.0,839.0,919.0,1016.0,1034.0,998.0,847.0,970.0,1018.0,1060.0,1328.0,1388.0,1432.0,1568.0,1675.0,1777.0,1867.0,1384.0,1490.0,2018.0,2187.0,2168.0,2198.0
Sierra Leone,743.0,690.0,787.0,1015.0,1170.0,2708.0,2903.0,3264.0,2838.0,3283.0,2794.0,2092.0,1823.0,2988.0,2745.0,1509.0,1812.0,1580.0,1786.0,2118.0,2026.0,2188.0,1974.0,1562.0,1555.0,1498.0,1726.0,1990.0,2218.0,2339.0,2738.0,3144.0,3451.0,3926.0,3795.0,4174.0,4799.0,5746.0,6736.0,6521.0,6750.0,6038.0,5823.0,6390.0,6519.0,6682.0,7165.0,7119.0,6397.0,7653.0,8386.0
Singapore,5787.0,6066.0,6694.0,8048.0,9702.0,12082.0,14367.0,15879.0,18011.0,19563.0,18573.0,18780.0,21629.0,26551.0,31436.0,38892.0,45465.0,52131.0,60604.0,73689.0,87813.0,96293.0,100124.0,85728.0,86287.0,96077.0,89794.0,92538.0,97646.0,115034.0,127808.0,148627.0,180942.0,193617.0,194150.0,239808.0,279357.0,295093.0,307576.0,314864.0,307999.0,319646.0,343673.0,377124.0,376162.0,349166.0,436591.0,509018.0,505440.0,547387.0,564774.0
Slovakia,,,,,,,,,,,,,,,,,,,13906.0,16046.0,20297.0,21871.0,22037.0,22917.0,20890.0,20711.0,21384.0,24849.0,33864.0,43023.0,48912.0,57480.0,77260.0,97122.0,89246.0,91187.0,99688.0,94784.0,99136.0,101739.0,89188.0,90322.0,95944.0,106660.0,105855.0,107646.0,120672.0,116020.0,132947.0,140636.0,147031.0
Slovenia,,,,,,,,,,,,,,,,,,19285.0,16637.0,16857.0,21399.0,21480.0,20769.0,22080.0,22668.0,20262.0,20693.0,23263.0,29399.0,34190.0,36002.0,39293.0,47886.0,55503.0,49921.0,47832.0,51190.0,46196.0,47868.0,49527.0,42714.0,44279.0,48136.0,53713.0,53916.0,53342.0,61570.0,59975.0,69168.0,72463.0,75224.0
Solomon Islands,65.0,72.0,82.0,98.0,130.0,183.0,194.0,193.0,181.0,182.0,166.0,148.0,155.0,176.0,173.0,215.0,228.0,269.0,301.0,403.0,469.0,511.0,527.0,458.0,488.0,420.0,410.0,346.0,353.0,398.0,477.0,539.0,620.0,699.0,736.0,847.0,1050.0,1185.0,1286.0,1336.0,1308.0,1379.0,1470.0,1615.0,1619.0,1536.0,1523.0,1566.0,1661.0,1777.0,1898.0
Somalia,757.0,871.0,441.0,500.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022.0,5183.0,5869.0,6443.0,6841.0,7391.0,8252.0,7873.0,8655.0,8628.0,9484.0,10203.0,10969.0,12134.0,12994.0
South Africa,36948.0,35475.0,39400.0,45328.0,55937.0,89412.0,93150.0,85897.0,96205.0,84838.0,64481.0,73399.0,96533.0,104010.0,108070.0,126027.0,135227.0,146970.0,147236.0,153569.0,171736.0,163340.0,169004.0,152885.0,151426.0,151855.0,135527.0,129385.0,197017.0,256188.0,288749.0,304055.0,332650.0,316491.0,331184.0,417315.0,458708.0,434400.0,400877.0,381195.0,346663.0,323493.0,381317.0,405093.0,389245.0,337876.0,420778.0,406755.0,380592.0,400191.0,410338.0
South Korea,21648.0,29774.0,38227.0,51539.0,66218.0,66517.0,74287.0,79912.0,89621.0,99750.0,103764.0,119966.0,152241.0,205479.0,254236.0,292064.0,340863.0,366912.0,405772.0,478988.0,586301.0,631194.0,590070.0,396803.0,515427.0,597802.0,567655.0,649747.0,728497.0,822583.0,971540.0,1094545.0,1220756.0,1093487.0,982854.0,1192722.0,1307239.0,1335344.0,1434670.0,1556252.0,1539212.0,1578816.0,1710197.0,1824251.0,1751046.0,1744456.0,1942314.0,1799363.0,1839058.0,1869714.0,1790322.0
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17340.0,11267.0,14947.0,15178.0,15326.0,2419.0,1302.0,2687.0,4044.0,5423.0,5940.0,8037.0,7186.0,5423.0,3998.0
South Yemen,141.0,183.0,226.0,272.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soviet Union,685972.0,688530.0,738417.0,840139.0,901616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,111435.0,115065.0,128590.0,155939.0,208351.0,231048.0,204843.0,197890.0,173072.0,172597.0,181847.0,251618.0,318787.0,374535.0,413106.0,536322.0,577166.0,630910.0,529980.0,531801.0,614713.0,642480.0,590500.0,619541.0,635025.0,598367.0,627803.0,708437.0,907736.0,1069344.0,1155306.0,1261914.0,1476920.0,1635936.0,1494963.0,1429155.0,1487307.0,1331838.0,1362207.0,1380600.0,1206287.0,1242673.0,1321288.0,1432292.0,1403651.0,1288751.0,1462216.0,1447636.0,1620558.0,1722227.0,1799511.0
Sri Lanka,3941.0,3749.0,4242.0,2907.0,3550.0,5194.0,5404.0,5834.0,6298.0,7382.0,7302.0,7826.0,8149.0,8518.0,8550.0,9787.0,10716.0,11553.0,12351.0,14245.0,15127.0,16592.0,18544.0,19050.0,19143.0,20007.0,19236.0,20238.0,22352.0,24423.0,28880.0,33447.0,38270.0,48177.0,49750.0,58643.0,67725.0,70392.0,76934.0,82483.0,85091.0,88000.0,94376.0,94484.0,89015.0,84304.0,88609.0,74584.0,83723.0,98964.0,
Sudan,3242.0,4043.0,4751.0,5112.0,5646.0,9095.0,6530.0,4748.0,6485.0,7992.0,5547.0,7400.0,11964.0,9551.0,16853.0,2245.0,2528.0,3100.0,5246.0,5961.0,6694.0,8377.0,10241.0,10924.0,10714.0,13134.0,15716.0,18137.0,21355.0,26646.0,35183.0,45264.0,59440.0,64833.0,54812.0,65716.0,66448.0,48948.0,52892.0,60726.0,64534.0,64888.0,48906.0,33590.0,31484.0,35237.0,35142.0,33517.0,36998.0,28270.0,31506.0
Suriname,638.0,693.0,879.0,1008.0,1072.0,1276.0,1427.0,1469.0,1419.0,1387.0,1402.0,1430.0,1573.0,1864.0,2177.0,577.0,637.0,590.0,465.0,523.0,993.0,1234.0,1322.0,1588.0,1308.0,1355.0,1167.0,1474.0,1729.0,2000.0,2393.0,2812.0,3144.0,3783.0,4150.0,4677.0,4735.0,5332.0,5510.0,5612.0,5126.0,3317.0,3592.0,3996.0,4016.0,2912.0,3084.0,3631.0,3445.0,4458.0,4506.0
Sweden,77036.0,83056.0,87801.0,97072.0,114679.0,139571.0,127406.0,112404.0,103289.0,107628.0,112593.0,148766.0,180937.0,204691.0,215436.0,258395.0,270629.0,281588.0,212646.0,228703.0,267054.0,291954.0,268252.0,270891.0,274319.0,262904.0,242498.0,267373.0,334074.0,384548.0,391691.0,422528.0,490052.0,514617.0,434313.0,492753.0,570541.0,549742.0,584128.0,577730.0,501698.0,514218.0,536084.0,551312.0,532169.0,545148.0,637187.0,579896.0,585490.0,610118.0,620297.0
Switzerland,60111.0,62874.0,67152.0,93912.0,105563.0,122466.0,112129.0,114891.0,114517.0,109400.0,110965.0,159074.0,199086.0,215360.0,208135.0,265911.0,269003.0,279764.0,272006.0,301246.0,353094.0,340241.0,294824.0,303238.0,297581.0,279305.0,286780.0,309579.0,362132.0,403461.0,418265.0,441898.0,491075.0,566938.0,553873.0,598339.0,715864.0,686553.0,706748.0,726634.0,693805.0,687771.0,695544.0,725910.0,721867.0,741288.0,814699.0,828522.0,894867.0,936738.0,947125.0
